교차로코드,교차로명칭,X좌표,Y좌표
3002,방화삼환아파트(연등),37.57616383,126.81402661
3003,강서공고앞,37.57613544,126.81680149
3004,방화3동성당,37.57603901,126.81816643
3005,방화3동성당(연등)1,37.57589458,126.81917145
3006,삼정초교앞,37.57925098,126.81068959
3007,개화아파트,37.57998925,126.81374076
3008,방화역,37.57862266,126.81323354
3009,방화동성아파트(경보),37.57845514,126.81392062
3010,공항시장,37.56360728,126.81055185
3011,국제예식장,37.56546345,126.81184660
3012,방화2동(연등),37.56766066,126.81274547
3013,방신시장,37.57193905,126.81154928
3014,방화2동,37.56776430,126.81173791
3015,영보빌딩,37.56924422,126.81166396
3016,서우빌딩,37.57076595,126.81157327
3017,방화초교,37.56779320,126.80747361
3018,신정초교,37.53104922,126.85282449
3019,경인빌딩(연등),37.53186771,126.85911012
3020,수협직판장,37.55442422,126.81914631
3021,화곡대림아파트,37.53446840,126.83806339
3022,강서우체국,37.56501055,126.84033391
3023,등양초교후문,37.56495459,126.84547445
3024,김포세탁앞,37.55496394,126.81694505
3026,가양IC,37.57371658,126.84344262
3027,화곡2치안센터(연등),37.53131183,126.85486183
3028,대동전자,37.57100115,126.81668861
3031,대한항공케터링센터,37.55090080,126.81425339
3032,등서초교입구,37.55267978,126.85327662
3033,방화초교(연등),37.69460341,126.73369054
3034,백석초교후문,37.55378670,126.86355867
3037,우장공원입구(연등)2,37.55472033,126.85167607
3039,삼성관음아파트,37.55264245,126.87000367
3041,신사오거리(연등)2,37.59932472,126.91672443
3042,본서부병원(연등)2,37.60157558,126.92243316
3043,증산2교남단,37.58404741,126.91100716
3044,홍은2동주민센터(연등),37.58098867,126.93500188
3045,홍은두산아파트,37.57861013,126.93147794
3046,가좌역,37.56911739,126.91522863
3048,태평빌딩,37.58562948,126.88886634
3049,수색검문소,37.58810608,126.88597892
3050,은평수협앞,37.60241838,126.92645377
3051,명지대삼거리(연등),37.58028471,126.92813234
3052,명지전문대,37.58413578,126.92437259
3053,충암초교,37.58518412,126.92326482
3054,증산초교(연등),37.58327062,126.90634612
3055,송중초교,37.61645591,127.03062454
3056,도봉삼환아파트,37.68015900,127.04747414
3057,창동중,37.66234694,127.04859492
3058,동부센트레빌아파트앞(연등),37.66284404,127.03921413
3059,쌍문지구대,37.65720712,127.03805343
3060,반석교회,37.65126163,127.03483141
3061,쌍문역,37.64848126,127.03459942
3062,삼미북부주유소,37.64492477,127.03248939
3063,화계유치원(연등),37.63450039,127.02065921
3064,수송초교,37.63666192,127.03191647
3065,새마을금고번1동,37.63785893,127.03008033
3066,대광빌딩,37.64227610,127.02365090
3067,대한병원,37.63616866,127.02368677
3068,두산약국삼거리,37.63482847,127.02551287
3069,국민은행수유동,37.63363319,127.02336633
3070,궁전회관,37.62895410,127.02513172
3071,도봉세무서,37.61942980,127.02895005
3072,방송대북부별관,37.62173976,127.02802323
3073,솔샘빌딩,37.61721736,127.02740668
3074,방천시장입구,37.61151868,127.03512853
3075,월곡뉴타운정류장,37.60628933,127.02758334
3076,동일하이빌,37.60497634,127.03167196
3077,과기원후문,37.60474933,127.04526661
3078,동덕여대,37.60340320,127.04296684
3079,월곡역입구,37.60029433,127.04058731
3080,KT월곡,37.60257151,127.03571268
3081,성북트리즘빌딩,37.60260815,127.03819554
3082,종암2치안센터,37.60077459,127.03370155
3083,성북중앙병원,37.59662997,127.03539225
3084,숭례초교,37.59464175,127.03589472
3113,구룡사거리,37.58024333,126.87627668
3085,사대부고앞,37.59307254,127.03630234
3086,제기한신아파트,37.58753954,127.03770443
3087,제기새마을금고,37.58520947,127.03853028
3088,광성상가(연등)2,37.57981776,127.03841989
3089,제기사거리,37.58293901,127.03863349
3090,용두교앞,37.57815261,127.03494229
3091,제기동,37.57607492,127.03821585
3092,사천교서측,37.56852997,126.91642242
3093,월드컵공원관리사무소,37.56402351,126.89915506
3094,성사중입구,37.56668868,126.91382915
3095,모래내지하차도,37.56783711,126.91593057
3096,중암중교,37.57249129,126.90566134
3097,중동교,37.57537475,126.90082744
3098,트라펠리스,37.52503508,126.87163385
3099,목동하이페리온2,37.52532552,126.86963355
3101,목동하이페리온1,37.52617045,126.87402514
3102,서부면허시험장입구,37.57575377,126.88377069
3103,중동청구아파트삼거리,37.57407488,126.90300368
3104,연희중학교,37.57841078,126.91895517
3105,백련시장,37.57742584,126.92313069
3106,가좌동광교회,37.57665408,126.92516432
3107,백련시장(연등),37.57726999,126.92412579
3108,가재울사거리,37.57492420,126.91772545
3109,월드컵파크2단지,37.57489755,126.89006945
3110,남가좌교회,37.57126781,126.91375177
3111,월드컵파크4단지,37.57598114,126.88836051
3112,북가좌삼호아파트(연등),37.57576585,126.91240289
3114,한촌설렁탕,37.57917573,126.91071874
3115,대림한숲아파트,37.58623269,126.90051555
3116,증산시장,37.58132648,126.90452852
3117,연서중,37.58619205,126.91030036
3118,홍제초교뒷길(경보),37.59193168,126.94213321
3119,홍은교,37.59451554,126.94664730
3120,홍은후레쉬대형마트(경보),37.59448355,126.94584911
3122,남가좌동현대아파트,37.57390244,126.91937789
3124,성은교회,37.57428285,126.92217713
4000,목동운동장,37.52969365,126.88431220
4001,목동아이스링크,37.52980055,126.87869364
4003,서라벌고교,37.64445313,127.07644200
4005,가양5단지상가,37.56432541,126.85294431
4008,한천교,37.62366505,127.06829622
4009,온수골사거리,37.66122738,127.05873121
4010,월계3동주민센터,37.62128558,127.06938407
4011,월계역입구,37.63456671,127.05963104
4012,녹천초교,37.62815040,127.06431269
4013,녹천초교(연등),37.62782497,127.06332827
4014,월계한진아파트,37.61779877,127.06998620
4015,중평초교,37.63805567,127.06458440
4016,중평초교(연등)1,37.63910752,127.06412088
4017,중평초교(연등)2,37.63666112,127.06523129
4018,중계그린아파트,37.64044604,127.06354681
4019,중계그린아파트(연등),37.64128491,127.06314253
3125,DMC에코자이,37.57675161,126.92013383
3126,DMC센트럴아이파크,37.57856415,126.92247652
4020,하계2치안센터,37.63172606,127.06745440
4021,용원초교,37.62885410,127.06847847
4022,공릉1수문,37.62466471,127.07070798
4023,노원여성발전센터,37.64292224,127.06241073
4024,하계2치안센터(연등),37.63235131,127.06715500
4025,"하계5,6단지",37.63465511,127.06611248
4026,상계주공4단지,37.65287207,127.06784095
4028,강북구민운동장,37.63065919,127.04155248
4029,월계2치안센터,37.62813496,127.05576673
4030,하계실버센터,37.63349642,127.06431705
4031,서울메트로뒤(연등),37.47803736,126.98820594
4032,을지병원,37.63720083,127.07034229
4033,중계7단지(연등),37.64808756,127.07907898
4034,동천학교,37.64411304,127.07409642
4035,중계롯데아파트,37.64766603,127.07203189
4037,불암초교,37.65053306,127.08109829
4038,불암초교(연등),37.64961916,127.08095917
4039,신안동진아파트,37.65064485,127.07801669
4040,비우당교,37.57104014,127.02672503
4041,원광초교후문,37.65459787,127.07594477
4042,중계8단지,37.64757855,127.07426046
4043,수암초교앞,37.64800507,127.08061658
4044,청구종합상가,37.65071761,127.07442440
4045,청구종합상가(연등),37.65068177,127.07544893
4047,"상계6,7동주민센터",37.65575612,127.06698332
4048,신계초교,37.62995981,127.05405753
4053,청백4단지,37.63240793,127.05231368
4054,대호프라자,37.65918394,127.07332778
4055,노원자동차검사소,37.63792287,127.07240753
4056,양지근린공원(연등),37.64917382,127.07665953
4057,중계종합사회복지관,37.65723354,127.07684730
4058,중계종합사회복지관(연등),37.65652039,127.07806093
4059,"중계주공4,5단지",37.65455588,127.07811097
4060,"중계주공4,5단지(연등)",37.65541545,127.07819196
4061,불암지구대,37.65222042,127.07758486
4062,불암지구대(연등),37.65339109,127.07817167
4063,중계9단지,37.64119384,127.07633434
4065,창동교,37.65308922,127.05517540
4066,농협태릉지점,37.61825999,127.07730383
4067,정릉경남아파트,37.60303544,127.01738097
4068,삼육대,37.63791290,127.10756794
4069,전파연구소,37.64128668,127.11227231
4049,월계어린이집,37.62067718,127.06285750
4051,인덕대학,37.62895181,127.05498919
4052,청백1단지,37.63409420,127.05217864
4070,체육과학연구원,37.63538352,127.10580721
4072,태릉사격장,37.62790587,127.09619029
4074,화랑삼거리,37.62379998,127.09077543
4075,석계역동측,37.61482794,127.06632054
4076,중계7단지,37.64806182,127.07780209
4077,원광초교(연등),37.65345182,127.07389088
4078,한진그랑빌아파트,37.62660269,127.03685135
4079,노원경찰서(연등),37.64253729,127.07210605
4080,월계지구대,37.62267885,127.06171766
4081,"상계3,4동주민센터(연등)2",37.67130314,127.08210511
4082,"상계3,4동주민센터(연등)1",37.67297696,127.08357799
4084,공릉배수지,37.63851811,127.08239738
4086,불암도서관,37.64569694,127.08208031
4088,우암타운아파트,37.64412794,127.08319959
4089,우암타운아파트(연등),37.64361847,127.08324623
4090,선곡초교,37.61825643,127.05733776
4091,마장하이츠아파트,37.56567016,127.04004073
4092,염창하나로약국,37.55105671,126.87186847
4093,국민은행서교동지점,37.55407628,126.92284960
4094,상계5동주민센터,37.66265041,127.06930016
4095,월계국민은행,37.62301301,127.06020033
4096,월계변전소(경보),37.62805501,127.05962108
4097,월계초교,37.62772235,127.04994357
4098,신창중(경보),37.62765338,127.04770989
4099,월계극동아파트(경보),37.62949313,127.04641360
4104,공릉터널북측(경보),37.63765661,127.07847509
4105,공릉터널남측(경보),37.63304767,127.08316540
4106,태릉골프장,37.63013019,127.09807186
4107,신성미소지움아파트,37.52285893,126.84575070
4108,신설동역앞,37.57394920,127.02677379
4109,서울여대남문(경보),37.62522949,127.08822683
4111,공릉119안전센터,37.61933562,127.08074782
4112,위례상고후문(경보),37.62978892,127.07550660
4113,응암수협은행,37.58727741,126.92072212
4114,공릉한보아파트(경보),37.62742817,127.08024096
4115,준효약국,37.62229191,127.07924613
4116,로숀편의점(경보),37.61926736,127.07827274
4118,한솔부동산(연등),37.62090364,127.07846931
4119,나래어린이공원(경보),37.62718944,127.07083865
4120,연촌초교(경보),37.63422001,127.07260544
4100,초안1단지(경보),37.63228017,127.04413268
4101,녹천초교(경보),37.62840089,127.06303200
4102,녹천마을(경보),37.64261781,127.05416014
4103,성북물류창고(경보),37.61681530,127.06423774
4121,청솔아파트705동(경보),37.63178613,127.07012323
4122,한신코아빌라(경보),37.64095574,127.07029488
4123,학여울청구아파트(경보),37.63711866,127.06133040
4124,청소년수련원(경보),37.63968125,127.06064586
4125,노원문화예술회관,37.65061809,127.07973756
4126,중계초교(경보),37.65738122,127.07230505
4127,서라벌고(경보),37.64453418,127.07503838
4129,상계3파출소(경보),37.66397768,127.07486047
4130,상계푸르지오107동,37.66488766,127.07369583
4131,대동택시(경보),37.66542867,127.07295147
4132,방송대북부별관(연등),37.62078255,127.02834727
4133,외환은행수유,37.63173668,127.02403440
4134,상계9동주민센터,37.66481550,127.06343242
4135,강북구청입구(경보),37.63928849,127.02576767
4137,영도교,37.57121003,127.01885813
4138,대한병원(연등)1,37.63624775,127.02305347
4139,수유3동주민센터(연등)1,37.63774103,127.02287365
4140,수유3동주민센터(연등)2,37.64062085,127.02254062
4141,이광언내과(연등)1,37.64467943,127.02356067
4142,이광언내과(연등)2,37.64635249,127.02494027
4143,이광언내과,37.64577887,127.02447220
4144,숭미파출소,37.64724459,127.02567946
4150,수유우체국,37.64495955,127.01571086
4151,삼익세라믹아파트(연등),37.65810996,127.03425603
4152,한양상가(연등)2,37.65801352,127.03288788
4153,한양상가,37.65790646,127.03109017
4154,한양상가(연등)1,37.65782787,127.02969123
4155,선덕고교입구,37.65769914,127.02780489
4156,우이그린빌라,37.65733888,127.01880490
4158,법종사(연등)1,37.65731380,127.01673575
4159,법종사,37.65754307,127.01531516
4160,선덕고교입구(연등),37.65672129,127.02786082
4161,삼양입구사거리(연등)1,37.61718296,127.02872790
4162,송천동주민센터(연등),37.61816541,127.02529892
4163,송천동주민센터,37.61858074,127.02380398
4164,삼양그린빌딩(연등),37.62103144,127.02062862
4165,삼양그린빌딩,37.62249401,127.01982486
4145,숭미초교정문(연등),37.64908609,127.02723606
4146,숭미초교정문,37.65007197,127.02810869
4147,쌍문3동어린이집,37.65113234,127.03288956
4149,쌍문청구아파트,37.65935386,127.03498428
4166,덕성여대,37.65137980,127.01280734
4167,삼양동주민센터,37.62767982,127.01812655
4168,대성약국,37.63208769,127.01841648
4169,수유1파출소(연등)1,37.63214241,127.01768340
4170,우이교회,37.63728753,127.01717418
4171,목4치안센터,37.53194304,126.86814239
4172,수유시장,37.64114811,127.02023584
4173,포이초교(경보),37.47516978,127.05095185
4174,수유우체국(연등),37.64657316,127.01503638
4175,혜화여고,37.63168109,127.01374444
4176,혜화여고(연등),37.63238834,127.01362266
4177,세윤하이츠,37.63537603,127.01317605
4178,우성맨션(연등)1,37.63684820,127.01293013
4179,우남주택,37.63837124,127.01372520
4180,우성맨션,37.63772284,127.01334773
4182,예찬교회,37.64078967,127.01113202
4183,인수중,37.64331510,127.01093799
4184,인수중(연등)2,37.64446634,127.01080018
4185,동은교회,37.64571417,127.01062710
4186,번동오현초교,37.62231922,127.04649649
4187,외환은행정릉,37.61128954,127.00874375
4189,번동한진아파트,37.62512348,127.04486675
4190,번동오현초교(연등),37.62330755,127.04602626
4193,한성운수종점,37.63464774,127.03558424
4194,수유먹자골목,37.64009414,127.02666835
4195,우이시장,37.64493124,127.01990625
4196,동우슈퍼,37.64650868,127.01773532
4198,우이동주민센터,37.64769192,127.01192516
4199,덕성여대(연등)1,37.65043350,127.01326416
4200,덕성여대(연등)2,37.65241072,127.01255758
4202,삼우약국,37.65488944,127.01300229
4203,삼우약국(연등)2,37.65559508,127.01317806
4204,청한빌라앞(연등)2,37.65850648,127.01378947
4205,한신대(연등),37.63398930,127.01528838
4206,화계유치원,37.63440465,127.01941109
4207,번동제일교회,37.63503934,127.02833703
4208,북부시장(연등),37.63515997,127.03024901
4210,우이3교서측,37.63655054,127.03611318
4191,청학에너지,37.62872458,127.04407785
4192,번2동우체국,37.63201523,127.03785727
4211,우이3교(연등),37.63786069,127.03734341
4212,신창초교입구(연등),37.63899751,127.03841672
4213,창림초교,37.64131614,127.04054647
4215,창림초교입구(연등)1,37.64238726,127.04051488
4216,창림초교입구,37.64361380,127.04038098
4217,창림초교입구(연등)2,37.64485857,127.04032258
4218,북서울꿈의숲후문,37.62217358,127.03767615
4219,동문아파트102동앞,37.62369018,127.03764225
4220,완성아파트,37.62536313,127.03710699
4221,한진그랑빌아파트(연등)2,37.62756482,127.03795390
4222,번동초교(연등)2,37.62876017,127.03940230
4223,번동초교(연등)1,37.62985250,127.04067619
4224,번동초교,37.62929423,127.04003923
4225,신창교,37.63330326,127.03951684
4227,등촌태진아파트,37.54931012,126.86091481
4228,신창교(연등),37.63355204,127.04013057
4230,우이교(연등),37.64260901,127.03195230
4231,쌍한교,37.64481871,127.02845999
4233,쌍한교(연등)1,37.64530243,127.02790227
4235,쌍문초교,37.64874540,127.02338118
4236,숭미초교(연등)3,37.65086659,127.02971238
4237,대성약국(연등),37.63333662,127.01914850
4238,삼우약국(연등)1,37.65386122,127.01279529
4239,SK씨티아파트,37.62014324,127.01533619
4240,라이브파크정문,37.61944521,127.01038992
4244,미양중,37.62364955,127.01295374
4245,월산식당,37.62510674,127.01241936
4246,여흥빌라(연등),37.63019298,127.01342957
4247,여흥빌라,37.62945501,127.01312503
4248,강북경찰서(경보),37.63704497,127.02704800
4249,한밝한의원(경보),37.63619281,127.02821355
4250,우성가든(경보),37.63557480,127.02457330
4251,강북문화예술회관,37.64034279,127.01379455
4252,번동중학교(경보),37.63148011,127.03724206
4253,강북유니온빌딩(경보),37.62844832,127.04338206
4254,번3동노인정(경보),37.62841581,127.04272844
4255,강북중앙교회(경보),37.62763551,127.04147269
4256,번3동우체국,37.62592173,127.04628277
4257,동화파출소(경보),37.62720772,127.02660057
4258,똘이식당(경보),37.62312582,127.02822960
4259,한영교회,37.62291520,127.03178493
4260,미아교회(연등),37.62391762,127.03102538
4241,삼양동자치회관,37.62011850,127.01205269
4242,라이브파크후문,37.62154657,127.01262357
4243,라이브파크후문(연등),37.62214135,127.01292487
4261,강서구민회관(경보),37.55409559,126.84350365
4262,대명익스프레스(경보),37.62298333,127.02221681
4263,문무체육관(경보),37.62296508,127.02288997
4264,성도탕(경보),37.62328058,127.02415756
4265,가나아트홀(연등),37.61051195,126.97690513
4266,강북전기(경보),37.62354120,127.02516664
4267,태창세탁소(경보),37.62356997,127.02620056
4268,으뜸어린이공원,37.62325894,127.02643698
4269,성북시장,37.62149843,127.02710907
4270,성북시장(연등),37.62058878,127.02748413
4271,송천빗물펌프장,37.61912035,127.02806560
4272,동양빌딩앞,37.61896103,127.02278094
4274,강북중학교(경보),37.64433549,127.02615137
4275,서울기사식당,37.64479748,127.02700678
4276,한국사회봉사회,37.66185295,127.01486597
4278,강북노인종합복지관,37.63548385,127.01951735
4279,강북문화예술회관(연등),37.64044851,127.01428263
4280,우이초교(경보),37.63817936,127.01588195
4281,국립재활원(경보),37.63959268,127.01066364
4282,419탑,37.64705550,127.00936008
4283,강북청소년수련관,37.64567071,127.00670184
4284,인수중(연등)1,37.64235120,127.01093103
4285,통일연구원(경보),37.64271086,127.00273475
4288,도봉부동산(경보),37.63678463,127.04106374
4289,대신유리(경보),37.63452223,127.04271468
4290,녹십자약국(경보),37.63398584,127.04128155
4291,번창교(경보),37.63555815,127.03827685
4292,승리자동차병원(경보),37.63617362,127.03812056
4293,숭미초교(연등)1,37.65211107,127.02817843
4294,창경초교(경보),37.65542538,127.03548298
4295,방학홈플러스(연등),37.66593123,127.04297915
4297,수락초교,37.68368180,127.05542997
4298,신월문화센터,37.51967907,126.83591984
4299,홍파복지원,37.68068815,127.05544359
4300,노일초교,37.67397096,127.05540392
4301,도봉면허시험장,37.65795387,127.05956185
4303,누원초교,37.68613487,127.05053850
4304,성대야구장,37.67728862,127.04893286
4305,도봉성우아파트,37.67559379,127.04779782
4286,신화초교,37.63155567,127.04175026
4287,신창초교(경보),37.63615821,127.04138766
4306,도봉시장,37.67454485,127.04705390
4307,도봉중교(연등),37.67259157,127.04659672
4308,도봉중교입구,37.67024612,127.04632473
4309,도봉구청(연등),37.66934068,127.04625790
4311,방학대상타운,37.66597525,127.04623342
4312,창동운동장,37.66000232,127.05005095
4314,창동열린극장,37.65606807,127.05289561
4315,동아청솔아파트,37.65699588,127.04971113
4316,망원2주민센터입구,37.56119381,126.90545508
4317,환승주차장,37.65533586,127.05001695
4318,기업은행망원,37.55932184,126.90719068
4319,창4동주민센터,37.65239900,127.05112834
4320,창동동아아파트,37.65064770,127.05179720
4321,월천초교,37.64809478,127.05260799
4322,도봉문화정보도서관,37.64432744,127.04456418
4323,창주공4단지,37.64531237,127.04852668
4324,노원에코센터,37.64508876,127.06000782
4325,신화빌라,37.64618694,127.04392050
4328,창북중,37.64977340,127.03785751
4329,당현초교,37.64833458,127.05932232
4330,성서대학,37.64940281,127.06404386
4331,상계119안전센터,37.65464559,127.07182956
4332,상계119안전센터(연등),37.65519764,127.07188554
4333,청솔연립,37.65732970,127.07182339
4334,상계주유소,37.65878977,127.07144113
4337,상계주공4단지(연등),37.65421303,127.06747020
4338,노원롯데백화점(연등),37.65460272,127.06191195
4339,상계주공6단지정문,37.65516898,127.06445531
4340,화랑예식장,37.65601923,127.06185607
4341,화랑예식장(연등),37.65620973,127.06277337
4342,상계초교입구,37.65710502,127.06660496
4343,상계중앙시장(연등),37.65776080,127.06793776
4344,상계중앙시장,37.65829006,127.06942433
4345,재생약국,37.66572870,127.03722153
4346,거성학마을,37.66713266,127.03938722
4347,거성학마을(연등)2,37.66728502,127.04088904
4348,신방학중(연등)2,37.66391215,127.02833239
4349,신방학중(연등)1,37.66540611,127.03055461
4350,방학중학교,37.66650593,127.03220232
4352,방학2동주민센터,37.66810214,127.03448632
4353,삼호골드타운,37.66962662,127.03685953
4354,삼원수출포장,37.67086481,127.03974319
4335,상계벽산아파트,37.66178712,127.07429123
4336,주공326단지(연등)1,37.65085336,127.05860032
4351,신풍천슈퍼,37.66733428,127.03338813
4355,신도봉시장,37.67124290,127.04095076
4356,상계교(연등),37.66157149,127.05388353
4357,상계주공10단지,37.66142512,127.05645951
4358,상계8단지,37.66086555,127.06172507
4359,7단지영업소,37.65997127,127.06386954
4360,상계초교,37.65894622,127.06490495
4361,방학3동주민센터,37.65891824,127.02779132
4362,동일초교,37.66440073,127.05513395
4363,상계12단지,37.66478437,127.05927445
4364,청원고교,37.66504152,127.06110130
3470,장안현대아파트,37.58091557,127.06836000
3471,휘경여중,37.58292852,127.06842308
3472,휘경여중고,37.58404513,127.06812936
3474,동성연립,37.58590726,127.06750199
3475,동일스위트아파트앞,37.58753898,127.06769811
3476,동부교육지원청(연등),37.57838637,127.05725205
3477,동부교육지원청,37.57960185,127.05640206
3478,해성여중고,37.58086474,127.05546975
3479,해성여중고(연등),37.58142721,127.05509255
3480,떡전교사거리(연등)2,37.58506244,127.05242429
3481,체성회,37.58601393,127.05018350
3482,청량리한신아파트,37.58658317,127.04779224
3483,홍릉동부아파트앞,37.58682091,127.04558077
3484,홍파초교후문(연등),37.58669059,127.04160277
3485,홍파초교후문,37.58665076,127.04008683
3487,제기시장,37.58647985,127.03452549
3488,광성상가(연등)1,37.58162654,127.03854259
3489,광성상가,37.58086376,127.03849446
3490,청량리현대코아앞,37.58201811,127.04463010
3491,동대문경찰서,37.58313466,127.04426508
3492,청량리전화국,37.58481676,127.04373292
3493,용진한의원,37.58288012,127.03729021
3494,삼일교,37.58283109,127.03593162
3495,제기동천주교회,37.58277179,127.03379364
3496,종암초교,37.58126504,127.02980824
7504,성애병원(연등),37.51305614,126.92355414
3499,청솔우성아파트(연등)1,37.57601943,127.05769861
3500,세종대왕기념관(연등)2,37.59170623,127.04357124
3501,영화진흥공사,37.59014308,127.04246809
7510,파크모터스,37.52952912,126.95447845
3486,양문교회앞,37.58654428,127.03699706
3503,이문초교(연등),37.60300718,127.06516028
3504,군자출구(경보),37.55980053,127.07003521
3505,휘경초교앞,37.58853542,127.05677252
3506,제기1새마을금고,37.58304299,127.04171371
3507,소화유치원,37.58281270,127.03497225
3508,공성아파트정문,37.58115278,127.03551049
3509,동원교회(경보),37.58485043,127.03648822
3510,제기1교서측,37.58654073,127.03581881
3511,은하약국(경보),37.57775642,127.04419764
3512,동대문구민센터,37.56620078,127.07397646
3513,성내동삼성래미안2단지후문,37.53147550,127.12696890
7514,양화대교남단램프,37.53885684,126.89976300
3515,장평중(경보),37.56556159,127.07081941
3516,나나약국(경보),37.56779129,127.07244126
3517,장평초교(경보),37.57286247,127.07393110
3518,SK아파트105동앞(경보),37.57551826,127.06020235
3519,SK아파트201동앞(경보),37.57690632,127.06306023
3520,전동초교앞(경보),37.57824176,127.06104238
3521,동대문육아지원센터앞,37.57193297,127.04842930
3522,태양의집(경보),37.57432616,127.04539323
3523,부품상가삼거리(연등),37.56428173,127.05938106
7517,더?포레스트201동,37.48244647,127.09456688
3525,삼육서울병원앞(경보),37.59043945,127.06244968
3526,휘경SK뷰,37.59417850,127.06658263
3527,이경시장,37.59461400,127.06459594
3528,외대전철역(경보),37.59550586,127.06234381
3529,동답초교(경보),37.57214889,127.06523107
3530,청솔우성아파트112동(경보),37.57452091,127.06148897
3531,신답초교옆(경보),37.57298644,127.04271800
3532,전농초교,37.57455547,127.05335902
3533,중랑지하차도(경보),37.59404783,127.06849333
3534,동부센트레빌앞,37.59092962,127.06779427
3535,고대정문,37.58807587,127.03444695
3536,안암동(연등)1,37.58075874,127.02673580
3537,안암동(연등)2,37.57944666,127.02480197
3538,동대문세무서(연등)2,37.58031017,127.02210107
3540,보문역(연등),37.58429997,127.01995197
3541,경동고(연등),37.58756477,127.01820354
3543,성북경찰서(연등),37.58897836,127.01666300
3544,용호로,37.53488885,126.96969439
3545,한국우편사업진흥원,37.52397564,126.90526885
3546,한성대(연등)1,37.59075372,127.01114286
3547,한성대,37.58998218,127.00963477
3314,크린크리닝(경보),37.57107829,127.08490587
7529,아이파크1차와이즈가든,37.47532448,127.14220510
3549,나폴레옹제과점앞,37.58920234,127.00531305
3550,성북1치안센터,37.59043270,127.00408866
3552,홍익중고입구,37.59330547,127.00103983
3553,선잠단지,37.59318849,126.99940276
3554,성북2파출소,37.59304326,126.99847602
3555,성북초교,37.59287356,126.99777141
3556,삼선시장,37.58799481,127.00874928
3557,블루빌하우스,37.58924664,127.01313988
3558,돈암천주교회,37.59044954,127.01695077
3559,성신여대,37.59133279,127.01990625
3560,동선약국,37.59478580,127.02028174
3561,보문2교,37.58882476,127.01895260
3562,한성대입구사거리,37.58614975,127.01115741
3564,동신초교,37.58329444,127.01777292
3565,보문리슈빌204동,37.58575657,127.02062534
3566,보문3교,37.58598723,127.02112723
3567,보문3교(연등),37.58623467,127.02207134
3568,안암초교입구,37.58649717,127.02368723
3569,고려대이공대,37.58626690,127.02530298
3570,고대병원정문,37.58627307,127.02746681
3571,안암역,37.58628960,127.02934817
3572,안암역(연등),37.58637073,127.03082603
3573,성신여대입구역(연등)1,37.59355401,127.01794877
3574,미아고개,37.59836740,127.02174210
3575,길음삼부아파트,37.60337509,127.02380928
3576,성신초교,37.59526243,127.02331939
3577,매봉산길입구,37.59715617,127.02260009
3580,돈암1동주민센터(연등)1,37.60223549,127.02478258
3581,정릉뉴타운9단지,37.60241128,127.01931361
3583,서경대입구,37.60356769,127.01477273
3584,국민은행정릉,37.60842290,127.00998770
3585,정릉4동주민센터,37.61283174,127.00740156
3586,정릉대우아파트,37.61673955,127.00367221
3587,정릉3동주민센터,37.60918674,127.00510553
3588,국민대램프앞,37.60972531,126.99651682
3589,일영유리,37.60867149,126.99959538
3590,도원교통,37.60804854,127.00146108
3591,정릉천주교회,37.60781847,127.00404333
3593,정릉성원아파트입구,37.60568730,127.00918072
3594,정릉입구(연등),37.60496432,127.01073872
3595,아리랑고개입구(연등),37.60267705,127.01348093
3596,아리랑고개,37.60086505,127.01406808
3597,돈암힐스테이트아파트,37.59886539,127.01425648
3578,고명중고앞,37.59844438,127.02055904
3579,돈암1동주민센터,37.60342420,127.02586005
3598,흥천사입구,37.59648156,127.01532312
3600,정릉풍림아파트,37.61673614,127.00872806
3602,목동7단지,37.52770564,126.86416954
3604,용동초교,37.64179857,127.06828293
3605,대진고교앞,37.63874802,127.07540194
3606,동선약국(연등),37.59389008,127.02018964
3607,용문교동측,37.58707909,127.02073161
3608,대흥슈퍼(경보),37.58903534,127.02240019
3609,용문중고(경보),37.58783991,127.02296286
3610,안암초교입구(연등),37.58695815,127.02348138
3612,현충로가변(삭),37.50798963,126.96458830
3613,개운중학교,37.59416134,127.02520968
3614,개운산3거리(경보),37.59459427,127.02625033
3615,청한빌라앞,37.65787322,127.01367811
3617,목동중교앞,37.52096994,126.87064918
3618,풍림상가(경보),37.59632374,127.02252649
3619,정릉쌍용아파트202(경보),37.59910806,127.01851001
3620,신광운수,37.65271453,127.07072357
3621,신정5동,37.52541946,126.85904910
3622,정릉쌍용아파트,37.59928320,127.01800846
3623,정릉우성아파트101(경보),37.60019124,127.01634397
3624,동선모텔,37.59428318,127.01615296
3625,신일부동산(경보),37.59551298,127.01231360
3626,목원초교,37.54355195,126.88188088
3627,우방아파트(경보),37.59756244,127.00804495
3631,북악골프연습장(경보),37.60211331,126.99742538
3632,휴계실앞(경보),37.60766548,126.98613151
3633,부대(경보),37.60470406,126.98389994
3634,성북천주교(경보),37.59531349,126.99771326
3636,성북초교(연등)1,37.59309163,126.99675484
3637,덕수교회(경보),37.59445997,126.99512300
3638,성직수도회(경보),37.59471401,126.99392723
3639,명수학교(경보),37.59473903,126.99126533
3640,서울아파트(경보),37.59643371,126.98925487
3642,길상사(경보),37.59954958,126.99234146
3643,"상계11,13단지",37.66732489,127.05710238
3644,성북세무서,37.58836177,127.01042483
3646,삼선초교정문,37.58564401,127.01290115
3647,복선교,37.60182107,127.02347500
